-------------------------------------------------------------------------------------------------
|N             |X             |Y             |U               |U*              |     |U* - U|   |
|*          105|         1.875|         3.750|   2.113770e+02 |   2.101135e+02 |   1.263459e+00 |
|*          106|         2.500|         3.750|   2.381653e+02 |   2.368164e+02 |   1.348921e+00 |
|*          107|         3.125|         3.750|   2.944893e+02 |   2.931213e+02 |   1.367964e+00 |
|*          108|         3.750|         3.750|   3.968437e+02 |   3.955078e+02 |   1.335847e+00 |
|*          109|         4.375|         3.750|   5.653769e+02 |   5.641174e+02 |   1.259462e+00 |
|*          110|         5.000|         3.750|   8.239135e+02 |   8.227539e+02 |   1.159614e+00 |
|*          111|         5.625|         3.750|   1.199988e+03 |   1.198883e+03 |   1.104836e+00 |
|*          112|         6.250|         3.750|   1.724708e+03 |   1.723633e+03 |   1.074920e+00 |
|*          113|         6.875|         3.750|   2.432844e+03 |   2.431793e+03 |   1.050859e+00 |
|*          114|         7.500|         3.750|   3.362834e+03 |   3.361816e+03 |   1.017357e+00 |
|*          115|         8.125|         3.750|   4.556771e+03 |   4.555817e+03 |   9.547623e-01 |
|*          116|         8.750|         3.750|   6.060397e+03 |   6.059570e+03 |   8.271337e-01 |
|*          117|         9.375|         3.750|   7.923076e+03 |   7.922516e+03 |   5.606041e-01 |
|           118|        10.000|         3.750|   1.019775e+04 |   1.019775e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           119|         0.000|         4.375|   3.663635e+02 |   3.663635e+02 |   0.000000e+00 |
|*          120|         0.625|         4.375|   3.672207e+02 |   3.665161e+02 |   7.045786e-01 |
|*          121|         1.250|         4.375|   3.698815e+02 |   3.688049e+02 |   1.076610e+00 |
|*          122|         1.875|         4.375|   3.799868e+02 |   3.787231e+02 |   1.263641e+00 |
|*          123|         2.500|         4.375|   4.067665e+02 |   4.054260e+02 |   1.340428e+00 |
|*          124|         3.125|         4.375|   4.630693e+02 |   4.617310e+02 |   1.338381e+00 |
|*          125|         3.750|         4.375|   5.653769e+02 |   5.641174e+02 |   1.259462e+00 |
|*          126|         4.375|         4.375|   7.338127e+02 |   7.327271e+02 |   1.085630e+00 |
|*          127|         5.000|         4.375|   9.921822e+02 |   9.913635e+02 |   8.186594e-01 |
|*          128|         5.625|         4.375|   1.368232e+03 |   1.367493e+03 |   7.388305e-01 |
|*          129|         6.250|         4.375|   1.892953e+03 |   1.892242e+03 |   7.100812e-01 |
|*          130|         6.875|         4.375|   2.601096e+03 |   2.600403e+03 |   6.935981e-01 |
|*          131|         7.500|         4.375|   3.531100e+03 |   3.530426e+03 |   6.740371e-01 |
|*          132|         8.125|         4.375|   4.725064e+03 |   4.724426e+03 |   6.381370e-01 |
|*          133|         8.750|         4.375|   6.228743e+03 |   6.228180e+03 |   5.626691e-01 |
|*          134|         9.375|         4.375|   8.091520e+03 |   8.091125e+03 |   3.948469e-01 |
|           135|        10.000|         4.375|   1.036636e+04 |   1.036636e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           136|         0.000|         5.000|   6.250000e+02 |   6.250000e+02 |   0.000000e+00 |
|*          137|         0.625|         5.000|   6.258566e+02 |   6.251526e+02 |   7.040440e-01 |
|*          138|         1.250|         5.000|   6.285159e+02 |   6.274414e+02 |   1.074500e+00 |
|*          139|         1.875|         5.000|   6.386169e+02 |   6.373596e+02 |   1.257324e+00 |
|*          140|         2.500|         5.000|   6.653865e+02 |   6.640625e+02 |   1.324023e+00 |
|*          141|         3.125|         5.000|   7.216656e+02 |   7.203674e+02 |   1.298123e+00 |
|*          142|         3.750|         5.000|   8.239135e+02 |   8.227539e+02 |   1.159614e+00 |
|*          143|         4.375|         5.000|   9.921822e+02 |   9.913635e+02 |   8.186594e-01 |
|           144|         5.000|         5.000|   1.250000e+03 |   1.250000e+03 |   0.000000e+00 |
|           145|         5.625|         5.000|   1.626129e+03 |   1.626129e+03 |   0.000000e+00 |
|           146|         6.250|         5.000|   2.150879e+03 |   2.150879e+03 |   0.000000e+00 |
|           147|         6.875|         5.000|   2.859039e+03 |   2.859039e+03 |   0.000000e+00 |
|           148|         7.500|         5.000|   3.789062e+03 |   3.789062e+03 |   0.000000e+00 |
|           149|         8.125|         5.000|   4.983063e+03 |   4.983063e+03 |   0.000000e+00 |
|           150|         8.750|         5.000|   6.486816e+03 |   6.486816e+03 |   0.000000e+00 |
|           151|         9.375|         5.000|   8.349762e+03 |   8.349762e+03 |   0.000000e+00 |
|           152|        10.000|         5.000|   1.062500e+04 |   1.062500e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           153|         0.000|         5.625|   1.001129e+03 |   1.001129e+03 |   0.000000e+00 |
|*          154|         0.625|         5.625|   1.001984e+03 |   1.001282e+03 |   7.017630e-01 |
|*          155|         1.250|         5.625|   1.004640e+03 |   1.003571e+03 |   1.069396e+00 |
|*          156|         1.875|         5.625|   1.014737e+03 |   1.013489e+03 |   1.247924e+00 |
|*          157|         2.500|         5.625|   1.041499e+03 |   1.040192e+03 |   1.307061e+00 |
|*          158|         3.125|         5.625|   1.097764e+03 |   1.096497e+03 |   1.267203e+00 |
|*          159|         3.750|         5.625|   1.199988e+03 |   1.198883e+03 |   1.104836e+00 |
|*          160|         4.375|         5.625|   1.368232e+03 |   1.367493e+03 |   7.388305e-01 |
|           161|         5.000|         5.625|   1.626129e+03 |   1.626129e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           170|         0.000|         6.250|   1.525879e+03 |   1.525879e+03 |   0.000000e+00 |
|*          171|         0.625|         6.250|   1.526729e+03 |   1.526031e+03 |   6.973861e-01 |
|*          172|         1.250|         6.250|   1.529381e+03 |   1.528320e+03 |   1.060780e+00 |
|*          173|         1.875|         6.250|   1.539474e+03 |   1.538239e+03 |   1.235034e+00 |
|*          174|         2.500|         6.250|   1.566231e+03 |   1.564941e+03 |   1.289312e+00 |
|*          175|         3.125|         6.250|   1.622490e+03 |   1.621246e+03 |   1.243442e+00 |
|*          176|         3.750|         6.250|   1.724708e+03 |   1.723633e+03 |   1.074920e+00 |
|*          177|         4.375|         6.250|   1.892953e+03 |   1.892242e+03 |   7.100812e-01 |
|           178|         5.000|         6.250|   2.150879e+03 |   2.150879e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           187|         0.000|         6.875|   2.234039e+03 |   2.234039e+03 |   0.000000e+00 |
|*          188|         0.625|         6.875|   2.234881e+03 |   2.234192e+03 |   6.890660e-01 |
|*          189|         1.250|         6.875|   2.237526e+03 |   2.236481e+03 |   1.045320e+00 |
|*          190|         1.875|         6.875|   2.247613e+03 |   2.246399e+03 |   1.214203e+00 |
|*          191|         2.500|         6.875|   2.274367e+03 |   2.273102e+03 |   1.264997e+00 |
|*          192|         3.125|         6.875|   2.330624e+03 |   2.329407e+03 |   1.217702e+00 |
|*          193|         3.750|         6.875|   2.432844e+03 |   2.431793e+03 |   1.050859e+00 |
|*          194|         4.375|         6.875|   2.601096e+03 |   2.600403e+03 |   6.935981e-01 |
|           195|         5.000|         6.875|   2.859039e+03 |   2.859039e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           204|         0.000|         7.500|   3.164062e+03 |   3.164062e+03 |   0.000000e+00 |
|*          205|         0.625|         7.500|   3.164887e+03 |   3.164215e+03 |   6.723733e-01 |
|*          206|         1.250|         7.500|   3.167519e+03 |   3.166504e+03 |   1.015205e+00 |
|*          207|         1.875|         7.500|   3.177598e+03 |   3.176422e+03 |   1.175410e+00 |
|*          208|         2.500|         7.500|   3.204348e+03 |   3.203125e+03 |   1.222559e+00 |
|*          209|         3.125|         7.500|   3.260607e+03 |   3.259430e+03 |   1.176824e+00 |
|*          210|         3.750|         7.500|   3.362834e+03 |   3.361816e+03 |   1.017357e+00 |
|*          211|         4.375|         7.500|   3.531100e+03 |   3.530426e+03 |   6.740371e-01 |
|           212|         5.000|         7.500|   3.789062e+03 |   3.789062e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           221|         0.000|         8.125|   4.358063e+03 |   4.358063e+03 |   0.000000e+00 |
|*          222|         0.625|         8.125|   4.358853e+03 |   4.358215e+03 |   6.375162e-01 |
|*          223|         1.250|         8.125|   4.361458e+03 |   4.360504e+03 |   9.539313e-01 |
|*          224|         1.875|         8.125|   4.371521e+03 |   4.370422e+03 |   1.098463e+00 |
|*          225|         2.500|         8.125|   4.398265e+03 |   4.397125e+03 |   1.140216e+00 |
|*          226|         3.125|         8.125|   4.454529e+03 |   4.453430e+03 |   1.099024e+00 |
|*          227|         3.750|         8.125|   4.556771e+03 |   4.555817e+03 |   9.547623e-01 |
|*          228|         4.375|         8.125|   4.725064e+03 |   4.724426e+03 |   6.381370e-01 |
|           229|         5.000|         8.125|   4.983063e+03 |   4.983063e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           238|         0.000|         8.750|   5.861816e+03 |   5.861816e+03 |   0.000000e+00 |
|*          239|         0.625|         8.750|   5.862531e+03 |   5.861969e+03 |   5.624385e-01 |
|*          240|         1.250|         8.750|   5.865085e+03 |   5.864258e+03 |   8.268185e-01 |
|*          241|         1.875|         8.750|   5.875119e+03 |   5.874176e+03 |   9.430306e-01 |
|*          242|         2.500|         8.750|   5.901855e+03 |   5.900879e+03 |   9.758641e-01 |
|*          243|         3.125|         8.750|   5.958127e+03 |   5.957184e+03 |   9.432468e-01 |
|*          244|         3.750|         8.750|   6.060397e+03 |   6.059570e+03 |   8.271337e-01 |
|*          245|         4.375|         8.750|   6.228743e+03 |   6.228180e+03 |   5.626691e-01 |
|           246|         5.000|         8.750|   6.486816e+03 |   6.486816e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           255|         0.000|         9.375|   7.724762e+03 |   7.724762e+03 |   0.000000e+00 |
|*          256|         0.625|         9.375|   7.725309e+03 |   7.724915e+03 |   3.947703e-01 |
|*          257|         1.250|         9.375|   7.727764e+03 |   7.727203e+03 |   5.604981e-01 |
|*          258|         1.875|         9.375|   7.737751e+03 |   7.737122e+03 |   6.289966e-01 |
|*          259|         2.500|         9.375|   7.764472e+03 |   7.763824e+03 |   6.478081e-01 |
|*          260|         3.125|         9.375|   7.820758e+03 |   7.820129e+03 |   6.290700e-01 |
|*          261|         3.750|         9.375|   7.923076e+03 |   7.922516e+03 |   5.606041e-01 |
|*          262|         4.375|         9.375|   8.091520e+03 |   8.091125e+03 |   3.948469e-01 |
|           263|         5.000|         9.375|   8.349762e+03 |   8.349762e+03 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           272|         0.000|        10.000|   1.000000e+04 |   1.000000e+04 |   0.000000e+00 |
|           273|         0.625|        10.000|   1.000015e+04 |   1.000015e+04 |   0.000000e+00 |
|           274|         1.250|        10.000|   1.000244e+04 |   1.000244e+04 |   0.000000e+00 |
|           275|         1.875|        10.000|   1.001236e+04 |   1.001236e+04 |   0.000000e+00 |
|           276|         2.500|        10.000|   1.003906e+04 |   1.003906e+04 |   0.000000e+00 |
|           277|         3.125|        10.000|   1.009537e+04 |   1.009537e+04 |   0.000000e+00 |
|           278|         3.750|        10.000|   1.019775e+04 |   1.019775e+04 |   0.000000e+00 |
|           279|         4.375|        10.000|   1.036636e+04 |   1.036636e+04 |   0.000000e+00 |
|           280|         5.000|        10.000|   1.062500e+04 |   1.062500e+04 |   0.000000e+00 |
-------------------------------------------------------------------------------------------------
