-------------------------------------------------------------------------------------------------
|N             |X             |Y             |U               |U*              |     |U* - U|   |
|--------------|--------------|--------------|----------------|----------------|----------------|
|             0|         0.000|         0.000|   0.000000e+00 |   0.000000e+00 |   0.000000e+00 |
|             1|         0.625|         0.000|   1.525879e-01 |   1.525879e-01 |   0.000000e+00 |
|             2|         1.250|         0.000|   2.441406e+00 |   2.441406e+00 |   0.000000e+00 |
|             3|         1.875|         0.000|   1.235962e+01 |   1.235962e+01 |   0.000000e+00 |
|             4|         2.500|         0.000|   3.906250e+01 |   3.906250e+01 |   0.000000e+00 |
|             5|         3.125|         0.000|   9.536743e+01 |   9.536743e+01 |   0.000000e+00 |
|             6|         3.750|         0.000|   1.977539e+02 |   1.977539e+02 |   0.000000e+00 |
|             7|         4.375|         0.000|   3.663635e+02 |   3.663635e+02 |   0.000000e+00 |
|             8|         5.000|         0.000|   6.250000e+02 |   6.250000e+02 |   0.000000e+00 |
|             9|         5.625|         0.000|   1.001129e+03 |   1.001129e+03 |   0.000000e+00 |
|            10|         6.250|         0.000|   1.525879e+03 |   1.525879e+03 |   0.000000e+00 |
|            11|         6.875|         0.000|   2.234039e+03 |   2.234039e+03 |   0.000000e+00 |
|            12|         7.500|         0.000|   3.164062e+03 |   3.164062e+03 |   0.000000e+00 |
|            13|         8.125|         0.000|   4.358063e+03 |   4.358063e+03 |   0.000000e+00 |
|            14|         8.750|         0.000|   5.861816e+03 |   5.861816e+03 |   0.000000e+00 |
|            15|         9.375|         0.000|   7.724762e+03 |   7.724762e+03 |   0.000000e+00 |
|            16|        10.000|         0.000|   1.000000e+04 |   1.000000e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|            17|         0.000|         0.625|   1.525879e-01 |   1.525879e-01 |   0.000000e+00 |
|*           18|         0.625|         0.625|   7.026850e-01 |   3.051758e-01 |   3.975093e-01 |
|*           19|         1.250|         0.625|   3.161475e+00 |   2.593994e+00 |   5.674813e-01 |
|*           20|         1.875|         0.625|   1.315630e+01 |   1.251221e+01 |   6.440925e-01 |
|*           21|         2.500|         0.625|   3.989460e+01 |   3.921509e+01 |   6.795115e-01 |
|*           22|         3.125|         0.625|   9.621574e+01 |   9.552002e+01 |   6.957157e-01 |
|*           23|         3.750|         0.625|   1.986090e+02 |   1.979065e+02 |   7.025348e-01 |
|*           24|         4.375|         0.625|   3.672207e+02 |   3.665161e+02 |   7.045786e-01 |
|*           25|         5.000|         0.625|   6.258566e+02 |   6.251526e+02 |   7.040440e-01 |
|*           26|         5.625|         0.625|   1.001984e+03 |   1.001282e+03 |   7.017630e-01 |
|*           27|         6.250|         0.625|   1.526729e+03 |   1.526031e+03 |   6.973861e-01 |
|*           28|         6.875|         0.625|   2.234881e+03 |   2.234192e+03 |   6.890660e-01 |
|*           29|         7.500|         0.625|   3.164887e+03 |   3.164215e+03 |   6.723733e-01 |
|*           30|         8.125|         0.625|   4.358853e+03 |   4.358215e+03 |   6.375162e-01 |
|*           31|         8.750|         0.625|   5.862531e+03 |   5.861969e+03 |   5.624385e-01 |
|*           32|         9.375|         0.625|   7.725309e+03 |   7.724915e+03 |   3.947703e-01 |
|            33|        10.000|         0.625|   1.000015e+04 |   1.000015e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|            34|         0.000|         1.250|   2.441406e+00 |   2.441406e+00 |   0.000000e+00 |
|*           35|         0.625|         1.250|   3.161475e+00 |   2.593994e+00 |   5.674813e-01 |
|*           36|         1.250|         1.250|   5.722457e+00 |   4.882812e+00 |   8.396441e-01 |
|*           37|         1.875|         1.250|   1.577165e+01 |   1.480103e+01 |   9.706242e-01 |
|*           38|         2.500|         1.250|   4.253723e+01 |   4.150391e+01 |   1.033321e+00 |
|*           39|         3.125|         1.250|   9.887107e+01 |   9.780884e+01 |   1.062229e+00 |
|*           40|         3.750|         1.250|   2.012692e+02 |   2.001953e+02 |   1.073921e+00 |
|*           41|         4.375|         1.250|   3.698815e+02 |   3.688049e+02 |   1.076610e+00 |
|*           42|         5.000|         1.250|   6.285159e+02 |   6.274414e+02 |   1.074500e+00 |
|*           43|         5.625|         1.250|   1.004640e+03 |   1.003571e+03 |   1.069396e+00 |
|*           44|         6.250|         1.250|   1.529381e+03 |   1.528320e+03 |   1.060780e+00 |
|*           45|         6.875|         1.250|   2.237526e+03 |   2.236481e+03 |   1.045320e+00 |
|*           46|         7.500|         1.250|   3.167519e+03 |   3.166504e+03 |   1.015205e+00 |
|*           47|         8.125|         1.250|   4.361458e+03 |   4.360504e+03 |   9.539313e-01 |
|*           48|         8.750|         1.250|   5.865085e+03 |   5.864258e+03 |   8.268185e-01 |
|*           49|         9.375|         1.250|   7.727764e+03 |   7.727203e+03 |   5.604981e-01 |
|            50|        10.000|         1.250|   1.000244e+04 |   1.000244e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|            51|         0.000|         1.875|   1.235962e+01 |   1.235962e+01 |   0.000000e+00 |
|*           52|         0.625|         1.875|   1.315630e+01 |   1.251221e+01 |   6.440925e-01 |
|*           53|         1.250|         1.875|   1.577165e+01 |   1.480103e+01 |   9.706242e-01 |
|*           54|         1.875|         1.875|   2.585348e+01 |   2.471924e+01 |   1.134238e+00 |
|*           55|         2.500|         1.875|   5.263633e+01 |   5.142212e+01 |   1.214207e+00 |
|*           56|         3.125|         1.875|   1.089776e+02 |   1.077271e+02 |   1.250539e+00 |
|*           57|         3.750|         1.875|   2.113770e+02 |   2.101135e+02 |   1.263459e+00 |
|*           58|         4.375|         1.875|   3.799868e+02 |   3.787231e+02 |   1.263641e+00 |
|*           59|         5.000|         1.875|   6.386169e+02 |   6.373596e+02 |   1.257324e+00 |
|*           60|         5.625|         1.875|   1.014737e+03 |   1.013489e+03 |   1.247924e+00 |
|*           61|         6.250|         1.875|   1.539474e+03 |   1.538239e+03 |   1.235034e+00 |
|*           62|         6.875|         1.875|   2.247613e+03 |   2.246399e+03 |   1.214203e+00 |
|*           63|         7.500|         1.875|   3.177598e+03 |   3.176422e+03 |   1.175410e+00 |
|*           64|         8.125|         1.875|   4.371521e+03 |   4.370422e+03 |   1.098463e+00 |
|*           65|         8.750|         1.875|   5.875119e+03 |   5.874176e+03 |   9.430306e-01 |
|*           66|         9.375|         1.875|   7.737751e+03 |   7.737122e+03 |   6.289966e-01 |
|            67|        10.000|         1.875|   1.001236e+04 |   1.001236e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|            68|         0.000|         2.500|   3.906250e+01 |   3.906250e+01 |   0.000000e+00 |
|*           69|         0.625|         2.500|   3.989460e+01 |   3.921509e+01 |   6.795115e-01 |
|*           70|         1.250|         2.500|   4.253723e+01 |   4.150391e+01 |   1.033321e+00 |
|*           71|         1.875|         2.500|   5.263633e+01 |   5.142212e+01 |   1.214207e+00 |
|*           72|         2.500|         2.500|   7.942768e+01 |   7.812500e+01 |   1.302678e+00 |
|*           73|         3.125|         2.500|   1.357703e+02 |   1.344299e+02 |   1.340403e+00 |
|*           74|         3.750|         2.500|   2.381653e+02 |   2.368164e+02 |   1.348921e+00 |
|*           75|         4.375|         2.500|   4.067665e+02 |   4.054260e+02 |   1.340428e+00 |
|*           76|         5.000|         2.500|   6.653865e+02 |   6.640625e+02 |   1.324023e+00 |
|*           77|         5.625|         2.500|   1.041499e+03 |   1.040192e+03 |   1.307061e+00 |
|*           78|         6.250|         2.500|   1.566231e+03 |   1.564941e+03 |   1.289312e+00 |
|*           79|         6.875|         2.500|   2.274367e+03 |   2.273102e+03 |   1.264997e+00 |
|*           80|         7.500|         2.500|   3.204348e+03 |   3.203125e+03 |   1.222559e+00 |
|*           81|         8.125|         2.500|   4.398265e+03 |   4.397125e+03 |   1.140216e+00 |
|*           82|         8.750|         2.500|   5.901855e+03 |   5.900879e+03 |   9.758641e-01 |
|*           83|         9.375|         2.500|   7.764472e+03 |   7.763824e+03 |   6.478081e-01 |
|            84|        10.000|         2.500|   1.003906e+04 |   1.003906e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|            85|         0.000|         3.125|   9.536743e+01 |   9.536743e+01 |   0.000000e+00 |
|*           86|         0.625|         3.125|   9.621574e+01 |   9.552002e+01 |   6.957157e-01 |
|*           87|         1.250|         3.125|   9.887107e+01 |   9.780884e+01 |   1.062229e+00 |
|*           88|         1.875|         3.125|   1.089776e+02 |   1.077271e+02 |   1.250539e+00 |
|*           89|         2.500|         3.125|   1.357703e+02 |   1.344299e+02 |   1.340403e+00 |
|*           90|         3.125|         3.125|   1.921076e+02 |   1.907349e+02 |   1.372717e+00 |
|*           91|         3.750|         3.125|   2.944893e+02 |   2.931213e+02 |   1.367964e+00 |
|*           92|         4.375|         3.125|   4.630693e+02 |   4.617310e+02 |   1.338381e+00 |
|*           93|         5.000|         3.125|   7.216656e+02 |   7.203674e+02 |   1.298123e+00 |
|*           94|         5.625|         3.125|   1.097764e+03 |   1.096497e+03 |   1.267203e+00 |
|*           95|         6.250|         3.125|   1.622490e+03 |   1.621246e+03 |   1.243442e+00 |
|*           96|         6.875|         3.125|   2.330624e+03 |   2.329407e+03 |   1.217702e+00 |
|*           97|         7.500|         3.125|   3.260607e+03 |   3.259430e+03 |   1.176824e+00 |
|*           98|         8.125|         3.125|   4.454529e+03 |   4.453430e+03 |   1.099024e+00 |
|*           99|         8.750|         3.125|   5.958127e+03 |   5.957184e+03 |   9.432468e-01 |
|*          100|         9.375|         3.125|   7.820758e+03 |   7.820129e+03 |   6.290700e-01 |
|           101|        10.000|         3.125|   1.009537e+04 |   1.009537e+04 |   0.000000e+00 |
|--------------|--------------|--------------|----------------|----------------|----------------|
|           102|         0.000|         3.750|   1.977539e+02 |   1.977539e+02 |   0.000000e+00 |
|*          103|         0.625|         3.750|   1.986090e+02 |   1.979065e+02 |   7.025348e-01 |
|*          104|         1.250|         3.750|   2.012692e+02 |   2.001953e+02 |   1.073921e+00 |
